game_number,category_number,value,category,answer,question,air_date,,,,,,,,,,
209,1323,0,ONE DIRECTION,"An old joke answers ""How do you get to Carnegie Hall?"" with this 8-letter word",practice,2013-01-31,,,,,,,,,,
209,1324,0,THE SPORTS CHANNEL,The World Cup & the Copa America are two of the major international competitions in this sport,soccer,2002-09-20,,,,,,,,,,
209,1324,0,THE SPORTS CHANNEL,Fly balls & sacrifices are parts of this sport,baseball,2002-09-20,,,,,,,,,,
209,1324,0,THE SPORTS CHANNEL,Teams in this women's league include the New York Liberty & Los Angeles Sparks,WNBA,2002-09-20,,,,,,,,,,
209,1324,0,THE SPORTS CHANNEL,It's the coastal Florida city that's hosted a famous 500-mile auto race every year since 1959,Daytona Beach,2002-09-20,,,,,,,,,,
209,1324,0,THE SPORTS CHANNEL,"In 2002 a horse named War Emblem won this ""Derby"" held annually at Churchill Downs",the Kentucky Derby,2002-09-20,,,,,,,,,,
209,1325,0,ALLITERATION STATION,"\""If"" he ""picked a peck of pickled peppers, where's the peck of pickled peppers"" he ""picked""?",Peter Piper,2006-02-13,,,,,,,,,,
209,1325,0,ALLITERATION STATION,An evening where 2 couples go out together,a double date,2006-02-13,,,,,,,,,,
209,1325,0,ALLITERATION STATION,"The almost indestructible flight recording device is known by this ""colorful"" name",the black box,2006-02-13,,,,,,,,,,
209,1325,0,ALLITERATION STATION,An appointed hour to play golf,tee time,2006-02-13,,,,,,,,,,
209,1325,0,ALLITERATION STATION,Daisy Buchanan is the object of a racketeer's desire in this 1925 Fitzgerald novel,The Great Gatsby,2006-02-13,,,,,,,,,,
209,1326,0,SCHOOL FASHION,In May 2000 Philadelphia's school board voted to require all its students to wear these,uniforms,2000-10-04,,,,,,,,,,
209,1326,0,SCHOOL FASHION,Some schools frown on this headwear made popular by Deion Sanders,bandana,2000-10-04,,,,,,,,,,
209,1326,0,SCHOOL FASHION,These parts of a stylish tank top bear the name of a pasta,spaghetti straps,2000-10-04,,,,,,,,,,
209,1326,0,SCHOOL FASHION,"Prints of these insects were big in '99, whether swallowtails or monarchs we don't know",butterflies,2000-10-04,,,,,,,,,,
209,1326,0,SCHOOL FASHION,"2-word name for a popular athletic shoe, or a person who's jogging off-road",trail runner,2000-10-04,,,,,,,,,,
209,1327,0,NETWORKING,"\""Around the Horn"", ""Monday Night Football"", ""SportsCenter\""",ESPN,2008-02-21,,,,,,,,,,
209,1327,0,NETWORKING,"\""Decoding the Past"", ""Modern Marvels"", ""Ancient Discoveries\""",the History Channel,2008-02-21,,,,,,,,,,
209,1327,0,NETWORKING,"\""I Love New York"", ""The Best Week Ever"", ""Scott Baio is 46... and Pregnant\""",VH1,2008-02-21,,,,,,,,,,
209,1327,0,NETWORKING,"\""Lil' Bush"", ""The Colbert Report"", ""The Daily Show\""",Comedy Central,2008-02-21,,,,,,,,,,
209,1327,0,NETWORKING,"\""American Morning"", ""The Situation Room"", ""Anderson Cooper 360\""",CNN,2008-02-21,,,,,,,,,,
209,1328,0,IT HAPPENED IN THE BIBLE,"When this man first meets God, he sees a bush on fire, but it doesn't burn up",Moses,2019-06-25,,,,,,,,,,
209,1328,0,IT HAPPENED IN THE BIBLE,"Here's a circa 1500 rendering of the miracle at a wedding in this town, where Jesus turned water into wine",Cana,2019-06-25,,,,,,,,,,
209,1328,0,IT HAPPENED IN THE BIBLE,"This leader had his army march around Jericho 7 times & blow their trumpets, & its walls came tumblin' down",Joshua,2019-06-25,,,,,,,,,,
209,1328,0,IT HAPPENED IN THE BIBLE,"In this book Herod binds the apostle Peter in chains, but an angel appears & the chains fall away",Acts,2019-06-25,,,,,,,,,,
209,1328,0,IT HAPPENED IN THE BIBLE,"This man was thrown to the hungry lions in a sealed den, but in the morning he was miraculously unscathed",Daniel,2019-06-25,,,,,,,,,,
210,1329,0,FAMOUS MOMS,In Exodus 2:3 his mother set him afloat in a basket made of papyrus,Moses,2007-10-08,,,,,,,,,,
210,1329,0,FAMOUS MOMS,"In 2002 at age 101, the queen mother, this queen's mom, died in her sleep at Royal Lodge, Windsor",Elizabeth II,2007-10-08,,,,,,,,,,
210,1329,0,FAMOUS MOMS,"In 1872 Julia Ward Howe, mother of 6, suggested Mother's Day but wanted it in this month, which sounds a bit late",June,2007-10-08,,,,,,,,,,
210,1329,0,FAMOUS MOMS,"Known as ""Madame Mere"", the mother of this French emperor joined him in exile on Elba & outlived him by 15 years",Napoléon,2007-10-08,,,,,,,,,,
210,1329,0,FAMOUS MOMS,This scientist is the only woman to be a Nobel Prize winner as well as the mother of a Nobel Prize winner,Marie Curie,2007-10-08,,,,,,,,,,
210,1330,0,YOU GOT AN F MINUS!,"Norse mariner Mr. Eriksson's first name, sans F, is tropical neckwear",Leif & lei,2008-09-18,,,,,,,,,,
210,1330,0,YOU GOT AN F MINUS!,A directional word for the liberal side of politics goes F-less & turns into a word meaning to allow,left & let,2008-09-18,,,,,,,,,,
210,1330,0,YOU GOT AN F MINUS!,A clique within a larger group gets rid of its F to be a movie director's shout to start a scene,faction & action,2008-09-18,,,,,,,,,,
210,1330,0,YOU GOT AN F MINUS!,"Wrap yourself around this piece of clothing, but careful!  Losing an F will leave this mark left by a healed wound",scar & scarf,2008-09-18,,,,,,,,,,
210,1330,0,YOU GOT AN F MINUS!,"Lasting a short time, without an F, becomes a French cheese",brief & Brie,2008-09-18,,,,,,,,,,
210,1331,0,I WROTE THAT,"\""Roughing It"", ""Life on the Mississippi\""",Mark Twain,2007-02-07,,,,,,,,,,
210,1331,0,I WROTE THAT,"\""Nicholas Nickleby"", ""Barnaby Rudge"", ""Martin Chuzzlewit\""",Charles Dickens,2007-02-07,,,,,,,,,,
210,1331,0,I WROTE THAT,"A book about a fire-related goblet, a book about a ""Prince"" with blood issues",J.K. Rowling,2007-02-07,,,,,,,,,,
210,1331,0,I WROTE THAT,"\""Misery"", ""Desperation"", ""The Green Mile\""",Stephen King,2007-02-07,,,,,,,,,,
210,1331,0,I WROTE THAT,"\""Raise High the Roof Beam, Carpenters"", ""Seymour: An Introduction\""",J.D. Salinger,2007-02-07,,,,,,,,,,
210,1332,0,"\""OP"" CULTURE",The position between second & third in baseball,shortstop,2011-02-18,,,,,,,,,,
210,1332,0,"\""OP"" CULTURE",The yield in a single growing season,a crop,2011-02-18,,,,,,,,,,
210,1332,0,"\""OP"" CULTURE",Karate or pork,chop,2011-02-18,,,,,,,,,,
210,1332,0,"\""OP"" CULTURE",Garment factory employing workers for long hours in poor conditions,a sweatshop,2011-02-18,,,,,,,,,,
210,1332,0,"\""OP"" CULTURE","The mistaken use of a word in place of a similar-sounding one, often with humorous effect",a malaprop,2011-02-18,,,,,,,,,,
210,1333,0,TIME TO HIT THE BOOKS,"This author presented ""A Box of Unfortunate Events: The Situation Worsens\""",Lemony Snicket,2008-11-20,,,,,,,,,,
210,1333,0,TIME TO HIT THE BOOKS,This pirate leader came to life in an 1883 Robert Louis Stevenson tale,Long John Silver,2008-11-20,,,,,,,,,,
210,1333,0,TIME TO HIT THE BOOKS,"He wrote ""The Unvanquished"" & ""The Sound and the Fury\""",Faulkner,2008-11-20,,,,,,,,,,
210,1333,0,TIME TO HIT THE BOOKS,"(Harry Shearer reads the clue as Mr. Burns.)  I had 1,000 monkeys at 1,000 type-writers; I could only pen, ""It was the best of times, it was the blurst of times"", like this novel's start... stupid monkey!",A Tale of Two Cities,2008-11-20,,,,,,,,,,
210,1333,0,TIME TO HIT THE BOOKS,Bratty & spoiled Mary Lennox becomes the ward of her English uncle in this 1911 Frances Hodgson Burnett classic,The Secret Garden,2008-11-20,,,,,,,,,,
210,1334,0,TV SHOW BY CAST,"Blair Brown, Joshua Jackson",Fringe,2011-02-28,,,,,,,,,,
210,1334,0,TV SHOW BY CAST,"Jennette McCurdy, Nathan Kress",iCarly,2011-02-28,,,,,,,,,,
210,1334,0,TV SHOW BY CAST,"Tom Welling, Erica Durance",Smallville,2011-02-28,,,,,,,,,,
210,1334,0,TV SHOW BY CAST,"Jensen Ackles, Jared Padalecki",Supernatural,2011-02-28,,,,,,,,,,
210,1334,0,TV SHOW BY CAST,"Robert Buckley, James Lafferty",One Tree Hill,2011-02-28,,,,,,,,,,
211,1335,0,WORD UP!,"Change your attitude, or rather one letter in attitude, to get this word meaning ""height\""",altitude,2006-10-06,,,,,,,,,,
211,1335,0,WORD UP!,It's what we call a word that has the same meaning as another word,a synonym,2006-10-06,,,,,,,,,,
211,1335,0,WORD UP!,"This word can mean a hole or any hollow place, but especially in a tooth--ouch!",a cavity,2006-10-06,,,,,,,,,,
211,1335,0,WORD UP!,"It's one of the bones of the forearm, or a line from the center of a circle to the circumference",the radius,2006-10-06,,,,,,,,,,
211,1335,0,WORD UP!,It means to take someone else's ideas or writings & pass them off as your own,plagiarism,2006-10-06,,,,,,,,,,
211,1336,0,THE DISNEY CHANNEL,"Ron Stoppable helps this title girl in her fight against villains like Frugal Lucre & Sr. Senior, Jr.",Kim Possible,2007-07-26,,,,,,,,,,
211,1336,0,THE DISNEY CHANNEL,"A junior high hoops star starts turning into a leprechaun in the Disney Channel movie ""The Luck of"" them",the Irish,2007-07-26,,,,,,,,,,
211,1336,0,THE DISNEY CHANNEL,The Diffy family from the year 2121 gets stuck in our century on this show,Phil of the Future,2007-07-26,,,,,,,,,,
211,1336,0,THE DISNEY CHANNEL,"This title kid is ""in the (White) House"" when his dad is made executive chef",Cory (Baxter),2007-07-26,,,,,,,,,,
211,1336,0,THE DISNEY CHANNEL,"Disney says this title guy ""is your average 13-year-old kid, who just so happens to be a powerful and magical dragon!\""",Jake Long,2007-07-26,,,,,,,,,,
211,1337,0,PLAY SETTINGS,"The musical ""Evita"": set in this country",Argentina,2012-05-09,,,,,,,,,,
211,1337,0,PLAY SETTINGS,"\""The Crucible"": 1692 in this Massachusetts city",Salem,2012-05-09,,,,,,,,,,
211,1337,0,PLAY SETTINGS,"Grover's Corners, New Hampshire from 1901 to 1913: this drama",Our Town,2012-05-09,,,,,,,,,,
211,1337,0,PLAY SETTINGS,"\""Rosencrantz and Guildenstern are Dead"": within & around the action of this other play",Hamlet,2012-05-09,,,,,,,,,,
211,1337,0,PLAY SETTINGS,"The Kellers' home in Tuscumbia, Alabama: this drama",The Miracle Worker,2012-05-09,,,,,,,,,,
211,1338,0,"HI, TECH!","\""Bad Piggies"" & ""Seasons"" are offshoots of this Rovio game app",Angry Birds,2014-12-05,,,,,,,,,,
211,1338,0,"HI, TECH!","The makers of the Spark-Renault SRT_01E race car, which runs on this, claim it can hit 62 mph in under 3 seconds",electricity,2014-12-05,,,,,,,,,,
211,1338,0,"HI, TECH!","This accessory includes voice recognition in 3 languages, so you can say ""Xbox on"", ""Xbox demarrez"" or ""Xbox einschalten\""",Kinect,2014-12-05,,,,,,,,,,
211,1338,0,"HI, TECH!","No. 6 of Forbes' Top 7 Tech Trends That Will Dominate 2014: this type of ""printing will begin to revolutionize production\""",3-D printing,2014-12-05,,,,,,,,,,
211,1338,0,"HI, TECH!","howstuffworks.com: this ""colorful"" way of connecting different types of tech ""is wireless, inexpensive and automatic\""",Bluetooth,2014-12-05,,,,,,,,,,
211,1339,0,THE WHITE HOUSE,This was the second U.S. president to live in the first White House,John Adams,2003-01-10,,,,,,,,,,
211,1339,0,THE WHITE HOUSE,"The wife of President Benjamin Harrison had this installed in the White House, but was afraid to turn it on & off!",electricity,2003-01-10,,,,,,,,,,
211,1339,0,THE WHITE HOUSE,One of the three colors used to name rooms on the first floor of the White House,green (or red or blue),2003-01-10,,,,,,,,,,
211,1339,0,THE WHITE HOUSE,"It's the federal ""district"" where you'll find the White House",the District of Columbia,2003-01-10,,,,,,,,,,
211,1339,0,THE WHITE HOUSE,British troops burned the White House during this 19th century war,the War of 1812,2003-01-10,,,,,,,,,,
211,1340,0,FIRST NAMES WITH DOUBLE LETTERS,Actress Watson or Stone,Emma,2019-06-27,,,,,,,,,,
211,1340,0,FIRST NAMES WITH DOUBLE LETTERS,"\""Weeping"" tree",a Willow,2019-06-27,,,,,,,,,,
211,1340,0,FIRST NAMES WITH DOUBLE LETTERS,The Hornets play their hoops home games here,Charlotte,2019-06-27,,,,,,,,,,
211,1340,0,FIRST NAMES WITH DOUBLE LETTERS,Seasonal decoration with small red berries,Holly,2019-06-27,,,,,,,,,,
211,1340,0,FIRST NAMES WITH DOUBLE LETTERS,The longest river on the Emerald Isle,Shannon,2019-06-27,,,,,,,,,,
212,1341,0,ON THE MENU,"In 1979 it rolled out its Happy Meal--a burger, fries, cookies, a soft drink &, of course, a toy",McDonald's,2018-11-09,,,,,,,,,,
212,1341,0,ON THE MENU,"If you join this chain's eClub, you can enjoy a free Rooty Tooty Fresh 'n Fruity stack",IHOP,2018-11-09,,,,,,,,,,
212,1341,0,ON THE MENU,Starbucks' caramel this is espresso with steamed milk topped with caramel sauce,a macchiato,2018-11-09,,,,,,,,,,
212,1341,0,ON THE MENU,"At Chipotle your choice of meat includes steak, chicken, or this, braised & shredded pork",carnitas,2018-11-09,,,,,,,,,,
212,1341,0,ON THE MENU,"I'll have the ""You Pick Two"" from this bakery-cafe: make it the black bean soup & the bacon turkey bravo sandwich",Panera Bread,2018-11-09,,,,,,,,,,
212,1342,0,LET'S GO FOR A SWIM,"A swimmer kicks twice with one leg for each stroke of the opposite arm in the ""Australian"" this",crawl,2009-11-13,,,,,,,,,,
212,1342,0,LET'S GO FOR A SWIM,"Simultaneously bring both arms out of the water in forward, circular motions to do this stroke",the butterfly,2009-11-13,,,,,,,,,,
212,1342,0,LET'S GO FOR A SWIM,"World Book says it's ""a restful stroke because your face is always out of the water and breathing is easy\""",the backstroke,2009-11-13,,,,,,,,,,
212,1342,0,LET'S GO FOR A SWIM,This stroke is made in the prone position using both hands simultaneously & doing a frog kick,the breaststroke,2009-11-13,,,,,,,,,,
212,1342,0,LET'S GO FOR A SWIM,"Your head rests on your lower arm, extended with the palm turned downward in this stroke",the sidestroke,2009-11-13,,,,,,,,,,
212,1343,0,POET-TREE,"\""So rested he by the tumtum tree, and stood awhile in thought"" is a line from his ""Jabberwocky\""",Lewis Carroll,1998-11-20,,,,,,,,,,
212,1343,0,POET-TREE,"He wrote ""Tree at My Window"" a few years after ""Stopping by Woods on a Snowy Evening\""",(Robert) Frost,1998-11-20,,,,,,,,,,
212,1343,0,POET-TREE,"\""O my palm-tree…rustle thy boughs and set thy trunk all bare"", she wrote in ""Sonnets from the Portuguese\""",Elizabeth Barrett Browning,1998-11-20,,,,,,,,,,
212,1343,0,POET-TREE,"It was George Pope Morris who wrote ""Woodman,"" do this!  ""Touch not a single bough!\""",spare that tree,1998-11-20,,,,,,,,,,
212,1343,0,POET-TREE,"Longfellow poem that begins in ""The forest primeval"" where ""hemlocks… stand like Druids of eld\""","\""Evangeline\""",1998-11-20,,,,,,,,,,
212,1344,0,MAID,"Legend has it she eloped with the Earl of Huntington, also known as Robin Hood",Maid Marion,2005-02-04,,,,,,,,,,
212,1344,0,MAID,"In this epic poem, Achilles leaves the battlefield after Agamemnon confiscates his prize of war, the maid Briseis",The Iliad,2005-02-04,,,,,,,,,,
212,1344,0,MAID,This French maid of Orleans was burned at the stake partly because she wore men's clothes,Joan of Arc,2005-02-04,,,,,,,,,,
212,1344,0,MAID,"One of the best known ""Exemplary Tales"" by this ""Don Quixote"" author is ""The Gypsy Maid\""",Miguel de Cervantes,2005-02-04,,,,,,,,,,
212,1344,0,MAID,The old maid Hepzibah becomes a shopkeeper after the loss of her family's wealth in this Hawthorne novel,The House of the Seven Gables,2005-02-04,,,,,,,,,,
212,1345,0,WINTER,Many of the humpback variety of this animal migrate to Hawaii for the winter,the whale,2002-02-08,,,,,,,,,,
212,1345,0,WINTER,"Unfortunately, this chloride, commonly sprinkled on icy roads, corrodes car bodies",sodium chloride (or rock salt),2002-02-08,,,,,,,,,,
212,1345,0,WINTER,"Preda, Switzerland, has an over 3-mile run for this sled whose name comes from a Native American word",a toboggan,2002-02-08,,,,,,,,,,
212,1345,0,WINTER,"Around the Great Lakes, lake effect blizzards may produce these 6 feet high",snow drifts,2002-02-08,,,,,,,,,,
212,1345,0,WINTER,Physical process your breath undergoes so that you can see it on cold days,condensation,2002-02-08,,,,,,,,,,
212,1346,0,NEWSPAPER TOWNS,The Arizona Republic,Phoenix,1999-11-11,,,,,,,,,,
212,1346,0,NEWSPAPER TOWNS,"Pravda, shut down in 1996",Moscow,1999-11-11,,,,,,,,,,
212,1346,0,NEWSPAPER TOWNS,"The Inquirer, founded 1829",Philadelphia,1999-11-11,,,,,,,,,,
212,1346,0,NEWSPAPER TOWNS,Jornal do Brasil,Rio de Janeiro,1999-11-11,,,,,,,,,,
212,1346,0,NEWSPAPER TOWNS,The Rocky Mountain News,Denver,1999-11-11,,,,,,,,,,
213,1347,0,SO CALL ME,"The Bard of Avon & also the Swan of Avon: either way, he told a few tales",Shakespeare,2013-02-06,,,,,,,,,,
213,1347,0,SO CALL ME,"Puff Daddy, Puffy, P. Diddy, Diddy...whatever. He was born with this name",Sean Combs,2013-02-06,,,,,,,,,,
213,1347,0,SO CALL ME,"Scarface, a 1920s gangster",Al Capone,2013-02-06,,,,,,,,,,
213,1347,0,SO CALL ME,"\""The Great"": oh, more specific? The Russian royal...even more? The 18th century female one",Catherine the Great,2013-02-06,,,,,,,,,,
213,1347,0,SO CALL ME,"\""Boss"" who milked New York City dry in the 1860s",Boss Tweed,2013-02-06,,,,,,,,,,
213,1348,0,DOWN SOUTH,"For authentic Cajun & Creole dishes, head down south to this ""Bayou State\""",Louisiana,2007-07-26,,,,,,,,,,
213,1348,0,DOWN SOUTH,The 1862 Civil War battle of these 2 ironclads ended when one had to withdraw because of the tides,the Monitor and the Merrimack,2007-07-26,,,,,,,,,,
213,1348,0,DOWN SOUTH,"Opryland, once a popular theme park in this city, was demolished to make way for a shopping mall",Nashville,2007-07-26,,,,,,,,,,
213,1348,0,DOWN SOUTH,In 2004 this hyphenated North Carolina city was named one of the most livable cities in America,Winston-Salem,2007-07-26,,,,,,,,,,
213,1348,0,DOWN SOUTH,"Home to a famous naval hospital, this unincorporated Maryland city was named for a church",Bethesda,2007-07-26,,,,,,,,,,
213,1349,0,THOSE WACKY GERMANS,"Gesundheit, meaning ""health"", is what Germans say instead of ""bless you"" when you do this",Sneeze,1999-09-07,,,,,,,,,,
213,1349,0,THOSE WACKY GERMANS,"The food many Germans like best is wurst, which are these hot-dog-shaped meat treats",Sausages,1999-09-07,,,,,,,,,,
213,1349,0,THOSE WACKY GERMANS,"Germans decorate Christmas trees with silvery strings & call it the ""hair"" of these heavenly beings",Angels,1999-09-07,,,,,,,,,,
213,1349,0,THOSE WACKY GERMANS,"From 1949 to 1990 Germany was split into 2 countries, which were called this",East & West Germany,1999-09-07,,,,,,,,,,
213,1349,0,THOSE WACKY GERMANS,"A rathaus isn't as bad as it sounds: it's this ""hall"" where the mayor might work",City hall,1999-09-07,,,,,,,,,,
213,1350,0,OUT WEST,"From his time as a hunter of them in the Old West, it was the animal in the nickname of William F. Cody",a buffalo,2011-02-28,,,,,,,,,,
213,1350,0,OUT WEST,"Famous for their yell, these Indians would attack during the full moon in August or September",the Comanche,2011-02-28,,,,,,,,,,
213,1350,0,OUT WEST,"Starting around 1830, thousands of pioneers came west on this trail that bears the name of a West Coast state",the Oregon Trail,2011-02-28,,,,,,,,,,
213,1350,0,OUT WEST,"In 1851 James Savage became the first white man to enter this Calif. valley, now the site of a national park",Yosemite,2011-02-28,,,,,,,,,,
213,1350,0,OUT WEST,"In 1659, 2 French traders made the first white contact with Sioux Indians when they ventured west of this Great Lake",Lake Superior,2011-02-28,,,,,,,,,,
213,1351,0,SINGLE-NAMED SINGERS,"The dollar sign in her name is pronounced as an ""S\""",Ke$ha,2011-02-18,,,,,,,,,,
213,1351,0,SINGLE-NAMED SINGERS,This St. Louis rapper's real name is Cornell Haynes Jr.,Nelly,2011-02-18,,,,,,,,,,
213,1351,0,SINGLE-NAMED SINGERS,"This R&B singer had the aptly titled album ""Rated R\""",Rihanna,2011-02-18,,,,,,,,,,
213,1351,0,SINGLE-NAMED SINGERS,"This R&B singer had the aptly titled album ""All About U\""",Usher,2011-02-18,,,,,,,,,,
213,1351,0,SINGLE-NAMED SINGERS,"\""Hips Don't Lie"" was a bonus track that gave her the bonus of topping the Billboard Hot 100 in June 2006",Shakira,2011-02-18,,,,,,,,,,
213,1352,0,TOP OF THE CHARTS,"In 2006 this Daniel Powter hit was used as the exit theme for contestants voted off ""American Idol\""","\""Bad Day\""",2007-02-09,,,,,,,,,,
213,1352,0,TOP OF THE CHARTS,"In Oct. 2005 this ""Girl""y hit by Gwen Stefani became the first single to exceed 1 million digital downloads","\""Hollaback Girl\""",2007-02-09,,,,,,,,,,
213,1352,0,TOP OF THE CHARTS,"Usher topped the 2004 Hot 100 chart for an amazing 12 weeks with ""Yeah!"" featuring Lil Jon & this rapper",Ludacris,2007-02-09,,,,,,,,,,
213,1352,0,TOP OF THE CHARTS,"\""Soulful"", the debut album by this ""American Idol"" winner, reached No. 1 in December 2003",(Ruben) Studdard,2007-02-09,,,,,,,,,,
213,1352,0,TOP OF THE CHARTS,"Her ""Feels Like Home"" CD sold 1 million copies its first week & featured a duet with Dolly Parton titled ""Creepin' In\""",Norah Jones,2007-02-09,,,,,,,,,,
214,1353,0,PORT OF CALL,Yokohama in this country was a small fishing village of only 350 people when Commodore Perry first visited,Japan,2009-07-16,,,,,,,,,,
214,1353,0,PORT OF CALL,This largest city in Texas has a 52-mile shipping channel that links its port with the Gulf of Mexico,Houston,2009-07-16,,,,,,,,,,
214,1353,0,PORT OF CALL,Port Said in this African country was established when work on the Suez Canal began,Egypt,2009-07-16,,,,,,,,,,
214,1353,0,PORT OF CALL,This largest Maryland city & port saw the rockets' red glare during the War of 1812,Baltimore,2009-07-16,,,,,,,,,,
214,1353,0,PORT OF CALL,This Australian port city was founded as a British penal colony in 1788,Sydney,2009-07-16,,,,,,,,,,
214,1354,0,KIDS' SONGS,"\""I'm a little"" one of these ""short and stout, here is my handle, here is my spout\""",a teapot,2001-09-28,,,,,,,,,,
214,1354,0,KIDS' SONGS,"According to the song title, it ""helps the medicine go down, in a most delightful way\""",a spoonful of sugar,2001-09-28,,,,,,,,,,
214,1354,0,KIDS' SONGS,"He ""lived by the sea and frolicked in the autumn mist in a land called Honah Lee\""",Puff the Magic Dragon,2001-09-28,,,,,,,,,,
214,1354,0,KIDS' SONGS,"It includes the lines ""Dinah, won't you blow, Dinah, won't you blow, Dinah, won't you blow your horn?\""","\""Working On The Railroad\""",2001-09-28,,,,,,,,,,
214,1354,0,KIDS' SONGS,"It's the question that precedes ""do they wobble to and fro, can you tie them in a knot, can you tie them in a bow\""","\""Do your ears hang low?\""",2001-09-28,,,,,,,,,,
214,1355,0,STUFF,Congress defends & amends this document,Constitution,1997-11-05,,,,,,,,,,
214,1355,0,STUFF,"His resume includes trumpeter, book deliverer, archangel & announcer",Gabriel,1997-11-05,,,,,,,,,,
214,1355,0,STUFF,One of the 3 Greek letters whose names don't end in a vowel,"Epsilon, Omicron or Upsilon",1997-11-05,,,,,,,,,,
214,1355,0,STUFF,9-year-old Jamie Lynn Bence is famous for doing this in about 20 Major League ball parks,Singing the National Anthem,1997-11-05,,,,,,,,,,
214,1355,0,STUFF,In 1997 French Polynesia celebrated the 50th anniversary of this Thor Heyerdahl raft,Kon-Tiki,1997-11-05,,,,,,,,,,
214,1356,0,WINTER READING,"Almanzo Wilder's trek for wheat saves the town of De Smet in ""The Long Winter"",  part of this series","\""Little House on the Prairie\""",2004-02-18,,,,,,,,,,
214,1356,0,WINTER READING,"In a Hans Christian Andersen tale, a little girl perishes trying to sell these on New Year's Eve",matches,2004-02-18,,,,,,,,,,
214,1356,0,WINTER READING,"T.S. Eliot's ""Journey of"" these 3 wise men says it was ""the very dead of winter\""",the Magi,2004-02-18,,,,,,,,,,
214,1356,0,WINTER READING,"In a Joyce story, snow is ""falling faintly...upon all the living and"" these title people","\""the dead\""",2004-02-18,,,,,,,,,,
214,1356,0,WINTER READING,"Fitting name of the poet who wrote, ""Winter when the bed might just be ice and the clothes snow\""",Robert Frost,2004-02-18,,,,,,,,,,
214,1357,0,KIDS IN SPORTS,"Park View of Chula Vista, California beat Taipei 6-3 to win this organization's 2009 World Series",the Little League,2010-07-06,,,,,,,,,,
214,1357,0,KIDS IN SPORTS,The perfect waves of New Zealand's Piha Beach were the site for the 2010 World Junior Championships of this,surfing,2010-07-06,,,,,,,,,,
214,1357,0,KIDS IN SPORTS,"With a mighty leap of 5'1"", David Mosely set the U.S. 10 & under record in this event back in 1977",the high jump,2010-07-06,,,,,,,,,,
214,1357,0,KIDS IN SPORTS,11-year-old Ashlyn White won a 2009 U.S. youth title in this martial art in which you try to throw your opponent,judo,2010-07-06,,,,,,,,,,
214,1357,0,KIDS IN SPORTS,This sport has an under-17 World Cup every 2 years; Haris Seferovic starred for the 2009 champion Switzerland,soccer,2010-07-06,,,,,,,,,,
214,1358,0,CLASS FIELD TRIP,"You can see a projection of the night sky on the domed ceiling of this kind of place, like the Adler in Chicago",a planetarium,2006-10-04,,,,,,,,,,
214,1358,0,CLASS FIELD TRIP,"From the Greek for ""see through"", they're the natural history museum displays of animals in their habitats",dioramas,2006-10-04,,,,,,,,,,
214,1358,0,CLASS FIELD TRIP,"A botanical garden has many kinds of flowers, like the American Beauty type of this",rose,2006-10-04,,,,,,,,,,
214,1358,0,CLASS FIELD TRIP,A class field trip to an aviary means you're going to an enclosure where these are kept,birds,2006-10-04,,,,,,,,,,
214,1358,0,CLASS FIELD TRIP,A trip to a bakery could show you how this 5-letter fungus makes bread rise,yeast,2006-10-04,,,,,,,,,,
215,1359,0,MUSIC I'M NOT FAMILIAR WITH,"In June 2018 ""Random Access Memories"" was one of 2 albums this helmet-headed duo had on the Dance/Electronic Top 25",Daft Punk,2019-06-19,,,,,,,,,,
215,1359,0,MUSIC I'M NOT FAMILIAR WITH,"I'm not up on his song ""Yikes"", but I did hear that in 2018 he tweeted about abolishing the 13th Amendment",Kanye West,2019-06-19,,,,,,,,,,
215,1359,0,MUSIC I'M NOT FAMILIAR WITH,"Nearly 25 years after its album ""Under the Table and Dreaming"", DMB, this band, jammed out ""Come Tomorrow\""",Dave Matthews Band,2019-06-19,,,,,,,,,,
215,1359,0,MUSIC I'M NOT FAMILIAR WITH,"\""My Midnight Things"" was a 2018 hit for this metal band big on horror stagecraft, but you won't get 40 whacks at its name",Lizzy Borden,2019-06-19,,,,,,,,,,
215,1359,0,MUSIC I'M NOT FAMILIAR WITH,"This ""Father"" was on the Tastemakers chart in 2018 with ""God's Favorite Customer\""",Father John Misty,2019-06-19,,,,,,,,,,
215,1360,0,FRACTIONS,An improper fraction is rude enough to have a numerator greater than or equal to this,the denominator,2000-10-05,,,,,,,,,,
215,1360,0,FRACTIONS,"In its lowest terms, a .400 batting average in baseball is this fraction",05-Feb,2000-10-05,,,,,,,,,,
215,1360,0,FRACTIONS,It's the decimal form of the fraction 3/1000,0.003,2000-10-05,,,,,,,,,,
215,1360,0,FRACTIONS,"To divide a number by 3/4, multiply the number by this fraction",03-Apr,2000-10-05,,,,,,,,,,
215,1360,0,FRACTIONS,It's how you express the fraction 7/4 as a mixed number,1 3/4,2000-10-05,,,,,,,,,,
215,1361,0,"WORK""ER""S",A seller of meat; it's also a verb meaning to bungle,butcher,2013-02-08,,,,,,,,,,
215,1361,0,"WORK""ER""S","This bank employee has been automated, thus the abbreviation ATM",teller,2013-02-08,,,,,,,,,,
215,1361,0,"WORK""ER""S",Mark 6:3 says Jesus is one of these,a carpenter,2013-02-08,,,,,,,,,,
215,1361,0,"WORK""ER""S","One whose living revolves around making thread, whether she's an old maid or not",a spinster,2013-02-08,,,,,,,,,,
